grid_label,reference_row_id,coefficient,coefficient_family,omega_e_sqrt_l_over_g,omega_e_rad_s,speed_mps,fn_l,reference_value,computed_value,dimensional_value,normalization_scale,abs_error,rel_error,relative_tolerance,effective_abs_tolerance,gate_error_ratio,status,provider_route,force_assembly_route,formula_version,station_count,active_station_count,lcg_from_transom_m,body_panels_per_section,free_surface_inner_panels_per_side,control_surface_panels,apply_local_time_phase,local_time_phase_gradient_correction,force_closure_residual,heave_condition_number_max,pitch_condition_number_max,heave_linear_residual_max,pitch_linear_residual_max,empirical_output_scaling_used,reference_series,reference_role,source_figure,source_page,source_image
refined,0,A33,A,2.0,3.616010693199528,2.1696064159197173,0.4,1.07,1.0740384011307123,85.86937017040044,79.95,0.004038401130712188,0.003774206664216998,0.15,0.1605,0.025161377761446654,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,121.03974833631926,121.03974833631926,7.892164331321854e-16,7.140497218532638e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 11,952,p16_Im14.tiff.png
refined,1,A33,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.941,0.9450606165571681,75.55759629374559,79.95,0.004060616557168162,0.004315214194652669,0.15,0.14115,0.028768094631017795,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,121.03974833631926,121.03974833631926,7.8405382671998e-16,7.306309322974101e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 11,952,p16_Im14.tiff.png
refined,2,B33,B,2.23,4.031851922917474,2.1696064159197173,0.4,2.05,2.038938772987685,294.7286556259562,144.55002746065114,0.011061227012314934,0.005395720493812164,0.15,0.30749999999999994,0.03597146995874776,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,-0.0,121.03974833631926,121.03974833631926,7.8405382671998e-16,7.306309322974101e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 12,952,p16_Im15.tiff.png
refined,3,A53,A,2.0,3.616010693199528,2.1696064159197173,0.4,0.19,0.18679742406524272,44.80336216204847,239.85000000000002,0.0032025759347572846,0.016855662814512024,0.15,0.028499999999999998,0.11237108543008018,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,121.03974833631926,121.03974833631926,7.892164331321854e-16,7.140497218532638e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 13,953,p17_Im16.tiff.png
refined,4,A53,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.145,0.14470606810576853,34.707750435168585,239.85000000000002,0.00029393189423146393,0.002027116511941131,0.15,0.02175,0.013514110079607539,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,121.03974833631926,121.03974833631926,7.8405382671998e-16,7.306309322974101e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 13,953,p17_Im16.tiff.png
refined,5,B53,B,2.23,4.031851922917474,2.1696064159197173,0.4,-0.106,-0.12002564621627893,-52.049131369636555,433.65008238195344,0.014025646216278928,0.13231741713470688,0.15,0.015899999999999997,0.8821161142313793,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,-0.0,121.03974833631926,121.03974833631926,7.8405382671998e-16,7.306309322974101e-16,False,matched_biem_theory,diagnostic_reference,Fig. 14,953,p17_Im17.tiff.png
refined,6,A35,A,2.23,4.031851922917474,2.1696064159197173,0.4,-0.125,-0.12785643738108074,-30.66636650585222,239.85000000000002,0.0028564373810807397,0.022851499048645918,0.15,0.01875,0.1523433269909728,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,121.03974833631926,121.03974833631926,7.8405382671998e-16,7.306309322974101e-16,False,matched_biem_theory,diagnostic_reference,Fig. 15,954,p18_Im18.tiff.png
refined,7,B35,B,2.23,4.031851922917474,2.1696064159197173,0.4,0.163,0.16515929875257992,71.62134351020194,433.65008238195344,0.002159298752579919,0.013247231610919749,0.15,0.02445,0.08831487740613166,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,-0.0,121.03974833631926,121.03974833631926,7.8405382671998e-16,7.306309322974101e-16,False,matched_biem_theory,diagnostic_reference,Fig. 16,954,p18_Im19.tiff.png
refined,8,A55,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.0458,0.04476937105337678,32.213800941457265,719.5500000000001,0.001030628946623223,0.02250281542845465,0.15,0.00687,0.150018769523031,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,121.03974833631926,121.03974833631926,7.8405382671998e-16,7.306309322974101e-16,False,matched_biem_theory,diagnostic_reference,Fig. 17,955,p19_Im20.tiff.png
refined,9,B55,B,2.23,4.031851922917474,2.1696064159197173,0.4,0.0703,0.07034910894125244,91.52069066361344,1300.9502471458604,4.910894125244314e-05,0.0006985624644728753,0.15,0.010545,0.004657083096485835,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,-0.0,121.03974833631926,121.03974833631926,7.8405382671998e-16,7.306309322974101e-16,False,matched_biem_theory,diagnostic_reference,Fig. 18,955,p19_Im21.tiff.png
