frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wavelength_m,wave_amplitude_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract,configuration,lambda_over_l
10,5.331659064348433,15.187257101060865,2.8987053049154214,2.1675833333333334,0.01,0.0020531017219670485,-0.0011643675739796812,0.023018710621981842,0.023957628744504533,0.002360292042964046,0.033223922311461804,0.011461641945844927,0.04061567051476764,60.44129629326005,136.1450207626944,132.91680484395266,-60.44129629326005,136.1450207626944,0.5444079171998145,9.368117244869003,0.0005551415796421964,0.009552821039671044,6.315716902884787,9.712054214907295e-17,0.13732941600655907,0.42055748368469137,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.1408333333333334
11,5.302266284198574,15.049498452682862,2.866832990730673,2.1916816666666668,0.01,0.0012037819859464485,0.0004368345820853249,0.019165995061866337,0.02474554863220159,0.0012805918638640634,0.03129980101885855,0.010917901782231525,0.03874218244712595,109.94508168379963,142.2413964452943,141.2294549588488,-109.94508168379963,142.2413964452943,0.29003792641685106,8.774616315241971,0.0002957563759457624,0.008947618519312885,6.341104382488422,6.766622322129941e-17,0.1490829224665656,0.4299122458278014,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.1535166666666667
12,5.273354321420639,14.914577748119406,2.8356539490290493,2.2157799999999996,0.01,0.00032591072575637004,0.002189512145720205,0.015093990952256737,0.02556040342537422,0.0022136352990995015,0.029684386234764742,0.01046826826134018,0.037770544845802924,171.5336382977393,149.4371973403409,150.7004522613356,-171.5336382977393,149.4371973403409,0.4924112837453476,8.401854850638177,0.0005021197694884059,0.008567507610283,6.367126394038911,6.618707433489412e-17,0.16070279880884,0.4390852073025213,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.1662
13,5.244910208405784,14.782405940425722,2.8051458035352757,2.239878333333333,0.01,-0.0005827255701746917,0.004095600960567276,0.010803411026010108,0.026401150144318458,0.004136848597463414,0.028526030546498462,0.010169179267098205,0.03794427301371562,-171.90225923490067,157.74550992569198,160.90362319243525,171.90225923490067,157.74550992569198,0.9039821921177895,8.291564530132138,0.0009218052975458383,0.00845504278232846,6.393800042818937,1.1136687689583857e-16,0.17218478730831263,0.44807884867737935,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.1788833333333333
14,5.216921461951359,14.652897706293068,2.7752871306887377,2.2639766666666667,0.01,-0.0015244454615917248,0.006157032833930245,0.006294720418028007,0.027266644081140778,0.006342947838620676,0.027983805755985875,0.010083211011410263,0.03942547515329657,-166.093564991762,167.00055935219518,171.17564065266458,166.093564991762,167.00055935219518,1.3618779097503566,8.464941705142897,0.0013887289846689305,0.008631838298647242,6.421142997554969,1.3881695397180894e-16,0.18352528587434622,0.45689577865948516,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.1915666666666667
15,5.189376060241433,14.525971252449114,2.7460574094728476,2.288075,0.01,-0.002501674175992365,0.008375745856537619,0.0015681325674508392,0.028155637849418987,0.008741366731589184,0.02819927272921653,0.010269003347104042,0.04225145737530025,-163.37012644692257,176.81219618822365,-179.16570399404856,163.37012644692257,176.81219618822365,1.8444619544424858,8.915219786725704,0.0018808277591659598,0.009090994158785828,6.449173511838712,1.333355757324756e-16,0.1947212892787288,0.465538712507475,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.20425
16,5.162262421150358,14.401548134048436,2.717436974381788,2.3121733333333334,0.01,-0.0035169460262380083,0.010753694031117558,-0.00337639447329524,0.029066779754415958,0.011314187759904141,0.029262223513106863,0.010768317274318373,0.04634490286087445,-161.8899060108545,-173.37422184010114,-170.5881920194438,161.8899060108545,-173.37422184010114,2.3466144583345354,9.61214551422284,0.002392880808772145,0.009801660622356096,6.477910446458871,5.703552925191407e-17,0.2057703350637651,0.47401045270590547,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.2169333333333334
17,5.135569381780428,14.279553084194001,2.68940697129811,2.3362716666666663,0.01,-0.004572907600015695,0.013292856262689256,-0.008539161428575625,0.029998611481875454,0.01405743616520446,0.031190286448568944,0.011597458763749008,0.05156443490293206,-161.01614682752117,-164.11089669508385,-163.26758932233173,161.01614682752117,-164.11089669508385,2.866390465792148,10.51427890852347,0.0029229048306936094,0.010721580670793259,6.5073732926793175,5.438116386728832e-17,0.21667045379017566,0.48231387168712203,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.2296166666666666
18,5.109286179151524,14.15991385380024,2.6619493160731524,2.3603699999999996,0.01,-0.005672321701556227,0.015995244758742037,-0.013920730981633055,0.030949565099607185,0.0169712429827049,0.033936150797016174,0.012748608920577803,0.0577562480705592,-160.47419558946947,-155.78237517894627,-157.1596239903569,160.47419558946947,-155.78237517894627,3.402787853049926,11.58031026793498,0.003469877943079365,0.011808630131528077,6.537582196500381,2.1948910580473706e-16,0.22742012330446418,0.4904518964058896,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.2423
19,5.08340243196688,14.042561061071728,2.6350466556190733,2.3844683333333334,0.01,-0.006818072032310407,0.018862912882785274,-0.01952193082996984,0.031917959362083186,0.02005730761247182,0.037414728559348395,0.014198886566036245,0.06478426997155035,-160.12741660279136,-148.5488593405433,-152.11154437441087,160.12741660279136,-148.5488593405433,3.9551711129708016,12.775038311076692,0.004033152108998284,0.013026913687219073,6.5685579839407415,2.1987338922437105e-16,0.23801822672512268,0.498427494589712,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.2549833333333333
20,5.057908123384797,13.927428049929185,2.608682331336585,2.4085666666666663,0.01,-0.008013168603333131,0.02189796250011229,-0.025343856685033948,0.032901995304104974,0.023318053793611675,0.04153134198003823,0.015920429053835478,0.07254009886553409,-159.9008023267391,-142.3935410073785,-147.94276562250798,159.9008023267391,-142.3935410073785,4.52307872666208,14.070838883584289,0.0046122567101528865,0.014348262539791152,6.60032218737791,9.73320385422831e-17,0.24846401386630743,0.50624366250392,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.2676666666666665
21,5.032793584731381,13.814450756767233,2.582840344716427,2.4326649999999996,0.01,-0.00926075387795661,0.02510255085001494,-0.03138787527805684,0.03389975110526271,0.0267563005956667,0.04619947877919849,0.017887082673811488,0.08094201657701579,-159.75013270846827,-137.20331082845738,-144.48513078739384,159.75013270846827,-137.20331082845738,5.106146979462824,15.446897525261582,0.005206820860806518,0.015751451846717873,6.6328970729855055,1.7712158805032896e-16,0.25875706583626323,0.513903414085365,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.2803499999999999
22,5.008049480094152,13.703567584976291,2.5575053249653354,2.456763333333333,0.01,-0.010564109648991108,0.02847889697410171,-0.03765562742570859,0.034909176202370176,0.030375121160867928,0.05134780287365668,0.0200773004741848,0.08993020489021664,-159.64790703629373,-132.83248928601125,-141.59684376889123,159.64790703629373,-132.83248928601125,5.704076100917433,16.887792142398006,0.005816538880165432,0.017220755449004508,6.666305669305802,8.473437752038562e-17,0.26889726256565943,0.5214097713120107,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.2930333333333333
23,4.983666791740764,13.594719286704784,2.5326624985188295,2.4808616666666663,0.01,-0.011926664660211719,0.03202928772578894,-0.04414903120188173,0.035928084622313956,0.03417777936230669,0.05692068359298647,0.02247464224952012,0.09946161949193136,-159.57630639718633,-129.13838638881742,-139.1637082211919,159.57630639718633,-129.13838638881742,6.316613884865985,18.38213770514519,0.006441153589519343,0.01874456384712944,6.700571796995866,2.0364515148744405e-16,0.27888475303810706,0.5287657556880218,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.3057166666666666
24,4.959636806311129,13.487848851377954,2.508297660313772,2.50496,0.01,-0.01335200298730786,0.03575608338141642,-0.05087028525524157,0.03695414750277131,0.03816770208634365,0.06287602833835981,0.025067211652421838,0.10950570499569634,-159.52340975473942,-125.99610886183662,-137.09561611682608,159.52340975473942,-125.99610886183662,6.943547242356546,19.921504161426366,0.007080447698609154,0.02031428078031373,6.735720099784929,4.758228607007334e-16,0.2887199280113234,0.5359743807351126,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.3184
25,4.935951101734914,13.382901400526201,2.4843971467033197,2.5290583333333334,0.01,-0.014843873198828638,0.03966172286875904,-0.0578218723060778,0.037984884763007695,0.042348469068682365,0.0691825150412974,0.027846801842088494,0.12004113779930826,-159.48103812631285,-123.302086217897,-135.32196383636057,159.48103812631285,-123.302086217897,7.584697620167092,21.499613851729066,0.0077342391338194915,0.021923504817372975,6.77177607668017,3.088363016913839e-16,0.2984033950327487,0.543038645391121,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.3310833333333334
26,4.9126015348298075,13.279824088509342,2.4609478099057456,2.5531566666666663,0.01,-0.016406198322986856,0.04374872862392696,-0.06500656285033884,0.039017655881432065,0.046723811912377,0.07581708701933162,0.030808084069948408,0.1310534503277638,-159.4434666984028,-120.9726461338197,-133.78741273616683,159.4434666984028,-120.9726461338197,8.239918408790112,23.11176450920408,0.00840237839505857,0.02356744098056327,6.808766115456459,7.702678864339441e-17,0.3079359555678567,0.549961528226031,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.3437666666666666
27,4.8895802295390824,13.178566008754022,2.437936993886747,2.5772549999999996,0.01,-0.018043086651520147,0.04801971108271159,-0.0724274190934013,0.040049649730728804,0.05129761815505042,0.08276294750723451,0.03394794357473835,0.14253332700036153,-159.40662449149707,-118.94095017421752,-132.44839928549075,159.40662449149707,-118.94095017421752,8.9090934190418,24.754418845235094,0.009084747002331889,0.025242482239332592,6.846717527464092,3.0125934695719335e-16,0.3173185840729343,0.5567459823940938,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.35645
28,4.866879565769868,13.079078105149598,2.415352511582274,2.601353333333333,0.01,-0.019758843417186617,0.05247737280731221,-0.08008779913103686,0.041077873415170475,0.05607393824177619,0.09000803994069685,0.037264970437683016,0.1544753874242096,-159.3675801977008,-117.15376403120865,-131.27040452276918,159.3675801977008,-117.15376403120865,9.59213595303294,26.424912607021444,0.009781256548396183,0.026945911811904623,6.885658583785869,2.5125231876755306e-16,0.3265524088568018,0.5633949312483527,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.3691333333333333
29,4.844492168796216,12.98131308827379,2.3931826233757567,2.6254516666666667,0.01,-0.021557983386923232,0.05712451224399369,-0.08799136139006047,0.042099140048100885,0.061056994249840395,0.09754392483422962,0.04075908118396618,0.16687731585459092,-159.32420238643243,-115.56861050207098,-130.22586633869494,159.32420238643243,-115.56861050207098,10.288988216159142,28.121245689663827,0.010491848099156332,0.028675690158885887,6.925618552771908,2.619574456783817e-16,0.33563869458777745,0.5699112645508312,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.3818166666666667
30,4.822410899193473,12.88522535614299,2.3714160167498584,2.6495499999999996,0.01,-0.023445244418251708,0.06196402710153343,-0.0961420693361882,0.0431100554005215,0.0662511897287221,0.10536495799306547,0.04443124160790366,0.17973923529426422,-159.27492942253218,-114.15144008089618,-129.29259794505379,159.27492942253218,-114.15144008089618,10.999620931215247,29.841931334348374,0.011216491800171565,0.030430301208209096,6.966627738976516,2.1543066147460099e-16,0.3445788263132279,0.5762978352179547,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.3944999999999999
31,4.800628843272787,12.790770919204213,2.3500417870386547,2.673648333333333,0.01,-0.02542560203220269,0.06699891733423075,-0.10454419645157738,0.04410700334417761,0.07166112030005556,0.11346769036033694,0.04828326499816003,0.19306325476540523,-159.2186103649426,-112.87479130045656,-128.45259189576555,159.2186103649426,-112.87479130045656,11.724033077273193,31.585886117857374,0.011955186610384987,0.03220864017565364,7.008717523516326,3.4494176500244514e-16,0.3533742948693128,0.5825574565465095,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.4071833333333332
32,4.779139303986631,12.697907329305512,2.3290494192114357,2.6977466666666663,0.01,-0.027504285061878433,0.07223228770671175,-0.11320233147927226,0.04508613000446369,0.07729158482079566,0.12185042868665845,0.0523176656027824,0.20685313994834428,-159.15439291798407,-111.71636200504383,-127.69111341081278,159.15439291798407,-111.71636200504383,12.46225171003098,33.3523488103319,0.012707960118930502,0.03400993082279055,7.051920405862901,3.227415748778466e-16,0.36202668356806095,0.588692899870636,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.4198666666666666
33,4.757935792278166,12.606593612400397,2.3084287706241855,2.721845,0.01,-0.029686792441801356,0.07766734991067147,-0.12212138392620783,0.046043326529816186,0.0831475970045393,0.1305129125028766,0.056537552366229905,0.22111407249576215,-159.08164324663537,-110.6579072863731,-126.99600962560089,159.08164324663537,-110.6579072863731,13.214331839614822,35.140819862877514,0.013474868420525688,0.03583366375151302,7.09627004707525,1.250051082087194e-16,0.3705376560577652,0.5947068926050814,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.43255
34,4.73701201884909,12.516790204758703,2.2881700546792976,2.7459433333333334,0.01,-0.031978911209431665,0.08330742419596086,-0.13130658981041127,0.04697421037496528,0.08923439745023484,0.1394560754072446,0.060946552080802546,0.23585247375850732,-158.9998877802811,-109.68439034676696,-126.35718001372489,158.9998877802811,-109.68439034676696,13.980356352872981,36.9510157973491,0.014255996036233556,0.03767954989456043,7.14180131446872,1.8388928769807183e-16,0.3789089452608693,0.6006021166342004,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.4452333333333334
35,4.716361886322236,12.428458892472179,2.2682638253382184,2.7700416666666663,0.01,-0.03438673579668818,0.08915594046993959,-0.14076351763145456,0.047874104985435574,0.09555746606011822,0.14868186783914616,0.06554875415207768,0.2510758758372521,-158.90877044497833,-108.78332677922124,-125.76616750594299,158.90877044497833,-108.78332677922124,14.76043597357125,38.78283448278682,0.015051455872873256,0.03954748510733719,7.18855032770563,2.065546200511919e-16,0.3871423433011021,0.6063812070100824,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.4579166666666665
36,4.6959794817767575,12.341562754057529,2.248700962435521,2.7941399999999996,0.01,-0.036916688695994945,0.09521643880966325,-0.15049807453590655,0.04873801775995059,0.10212253484844247,0.15819312505347552,0.07034867138676361,0.2667928278297955,-158.8080208823741,-107.94427605849184,-125.2158404558178,158.8080208823741,-107.94427605849184,15.55470925754383,40.636328456291835,0.015861389218075318,0.04143752296277713,7.236554506279871,1.1204880222343196e-16,0.3952396923386254,0.6120467509266948,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.4706
37,4.675859069635141,12.256066105973066,2.2294726577464483,2.818238333333333,0.01,-0.03957554259230045,0.10149256932111186,-0.16051651264134698,0.049560616155854914,0.10893560115442373,0.1679934686358005,0.0753512127866185,0.28301282858501775,-158.69743059528037,-107.15844505125219,-124.70014340742267,158.69743059528037,-107.15844505125219,16.363342621879564,42.51168425608726,0.016685965770043356,0.04334985367693072,7.2858526183521555,4.2171153034591607e-16,0.403202876238431,0.6176012869401197,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.4832833333333333
38,4.655995084882608,12.171934450877462,2.210570401763192,2.8423366666666667,0.01,-0.04237044405968198,0.10798809126815989,-0.17082543547326332,0.05033620179026064,0.11600294127975838,0.17808723316200936,0.08056166545067447,0.29974627968191464,-158.5768348787922,-106.41837697983794,-124.21390032200331,158.5768348787922,-106.41837697983794,17.186530408278482,44.40920629846553,0.017525383702159742,0.045284787668026835,7.336484830873894,1.8145366529536264e-16,0.4110338130032072,0.6230473044078553,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.4959666666666667
39,4.636382126600722,12.089134428470675,2.1919859711382212,2.8664349999999996,0.01,-0.04530893892853967,0.1147068713811456,-0.18143180445864077,0.0510586823762859,0.12333112457478371,0.1884794119131342,0.08598568348284796,0.3170044540502482,-158.44609901748456,-105.71770584559394,-123.75265808340271,158.44609901748456,-105.71770584559394,18.02449498117436,46.329304226638584,0.018379869763042792,0.04724274265589022,7.388492760915955,1.7573325058489446e-16,0.4187344479074008,0.628387243122762,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.5086499999999998
40,4.617014951798112,12.007633768767505,2.1737114167557037,2.890533333333333,0.01,-0.0483989994369924,0.12165288124057066,-0.19234294540808994,0.05172154131943803,0.1309270279989368,0.19917561719426854,0.09162928236883491,0.3347994768573959,-158.30510765644547,-105.05096125466895,-123.31256114902831,158.30510765644547,-105.05096125466895,18.8774868613161,48.27248294066768,0.01924967941276185,0.049224233495299294,7.4419195280928605,2.375612817250124e-16,0.4263067472742925,0.6336234931196175,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.5213333333333332
41,4.59788846952234,11.927401247664323,2.1557390523947006,2.9146316666666663,0.01,-0.05164905328786032,0.1288301936153784,-0.20356655490460573,0.0523178047838341,0.13879785118116245,0.21018205197668338,0.0974988376924391,0.353144316152463,-158.1537565517486,-104.41341227497193,-122.89025045277403,158.1537565517486,-104.41341227497193,19.74578489536195,50.23933471898458,0.020135096995775266,0.0512298641421735,7.496809807942395,3.2601160216407473e-16,0.4337526928425788,0.6387583946343836,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.5340166666666666
42,4.578997735237878,11.848406644668344,2.1380614439501375,2.9387299999999996,0.01,-0.05506801474053554,0.1362429776172645,-0.21511070650134315,0.052840006021504383,0.1469511320047664,0.22150549042373557,0.10360108735439194,0.372052781385183,-157.99194611635636,-103.80094170048261,-122.48278132131716,157.99194611635636,-103.80094170048261,20.62969646175484,52.23053298751727,0.021036435950864813,0.05326032129984987,7.553209886085914,1.6496997327377236e-16,0.4410742766732852,0.6437942381982417,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.5467
43,4.560337945456092,11.770620702667447,2.1206713991798107,2.9628283333333334,0.01,-0.05866531787499456,0.1438954925122154,-0.2269838566126684,0.053280146740454594,0.15539476273899064,0.2331532654702584,0.10994313666909102,0.3915395283729716,-157.81957632785682,-103.20994414966695,-122.08755639554393,157.81957632785682,-103.20994414966695,21.529557712749163,54.24682739847166,0.021954039057934322,0.05531636940083683,7.611167712952497,1.8396179411811034e-16,0.4482734965517925,0.6487332648502161,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.5593833333333333
44,4.5419044326040146,11.694015089626257,2.1035619579477185,2.9869266666666667,0.01,-0.06245095217313729,0.1517920800077249,-0.23919484996194718,0.053629655268428326,0.1641370067364549,0.2451332620688773,0.11653246586947918,0.4116200696230268,-157.63654267316278,-102.63724295981672,-121.70227046929986,157.63654267316278,-102.63724295981672,22.445733851982364,56.28903995871943,0.022888278721053947,0.057398846658868664,7.670732958802598,6.022131558980763e-16,0.4553523518434311,0.6535776664537991,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.5720666666666667
45,4.52369266011943,11.61856236210151,2.086726382935906,3.0110249999999996,0.01,-0.06643550057039299,0.15993715480852888,-0.2517529244255647,0.05387934124941324,0.17318651571148957,0.25745391504169207,0.1233769396634881,0.4323107891610039,-157.44273288469967,-102.08002199312733,-121.32486485076991,157.44273288469967,-102.08002199312733,23.37861944643181,58.35806200535056,0.023839557286567593,0.0595086619848272,7.731957068730237,4.450461988658192e-16,0.46231283976445897,0.6583295861044461,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.5847499999999999
46,4.505698217760588,11.544235930476468,2.0701581507987883,3.035123333333333,0.01,-0.07063018013796654,0.16833519320487464,-0.26466771508508763,0.05401934658887506,0.18255234760923802,0.2701242107147194,0.13048481856832517,0.4536289611970837,-157.23802428113495,-101.53576934210703,-120.95348937714566,157.23802428113495,-101.53576934210703,24.328638770973075,60.45485186878597,0.024808307394444666,0.06164679260378008,7.794893317257804,2.5647410936038004e-16,0.46915695203333907,0.6629911186161098,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.5974333333333333
47,4.487916817119527,11.471010025820409,2.053850943735554,3.059221666666666,0.01,-0.07504688556299365,0.17699071942487715,-0.27794925726771824,0.054039092341518234,0.19224398506908,0.2831536916884033,0.13786477180929305,0.475592772090731,-157.022281569218,-101.00223058401455,-120.58647061402844,157.022281569218,-101.00223058401455,25.296246183050492,62.58043309580531,0.02579499236033762,0.0638142822429732,7.859596862061761,4.190711020845526e-16,0.4758866718700806,0.6675643110761771,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.6101166666666664
