wave_period_s,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,radiation_model,matrix_status,matrix_type,row_dof,col_dof,row_index,col_index,value
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,added_mass,pitch,yaw,4,5,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,added_mass,yaw,surge,5,0,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,added_mass,yaw,sway,5,1,1325.6976245982783
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,added_mass,yaw,heave,5,2,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,added_mass,yaw,roll,5,3,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,added_mass,yaw,pitch,5,4,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,added_mass,yaw,yaw,5,5,19776.7459422395
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,surge,surge,0,0,3.6601065715027015
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,surge,sway,0,1,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,surge,heave,0,2,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,surge,roll,0,3,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,surge,pitch,0,4,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,surge,yaw,0,5,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,sway,surge,1,0,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,sway,sway,1,1,217.92791210653132
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,sway,heave,1,2,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,sway,roll,1,3,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,sway,pitch,1,4,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,sway,yaw,1,5,96.63811859791322
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,heave,surge,2,0,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,heave,sway,2,1,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,heave,heave,2,2,23520.423088741984
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,heave,roll,2,3,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,heave,pitch,2,4,5133.5326495394165
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,heave,yaw,2,5,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,roll,surge,3,0,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,roll,sway,3,1,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,roll,heave,3,2,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,roll,roll,3,3,408.50117270422436
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,roll,pitch,3,4,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,roll,yaw,3,5,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,pitch,surge,4,0,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,pitch,sway,4,1,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,pitch,heave,4,2,-1514.7386689306197
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,pitch,roll,4,3,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,pitch,pitch,4,4,86806.762123283
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,pitch,yaw,4,5,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,yaw,surge,5,0,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,yaw,sway,5,1,96.63811859791322
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,yaw,heave,5,2,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,yaw,roll,5,3,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,yaw,pitch,5,4,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,damping,yaw,yaw,5,5,1441.646635239375
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,surge,surge,0,0,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,surge,sway,0,1,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,surge,heave,0,2,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,surge,roll,0,3,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,surge,pitch,0,4,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,surge,yaw,0,5,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,sway,surge,1,0,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,sway,sway,1,1,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,sway,heave,1,2,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,sway,roll,1,3,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,sway,pitch,1,4,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,sway,yaw,1,5,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,heave,surge,2,0,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,heave,sway,2,1,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,heave,heave,2,2,158491.49454804562
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,heave,roll,2,3,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,heave,pitch,2,4,40286.34121249442
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,heave,yaw,2,5,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,roll,surge,3,0,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,roll,sway,3,1,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,roll,heave,3,2,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,roll,roll,3,3,37793.127842231515
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,roll,pitch,3,4,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,roll,yaw,3,5,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,pitch,surge,4,0,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,pitch,sway,4,1,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,pitch,heave,4,2,40286.34121249442
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,pitch,roll,4,3,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,pitch,pitch,4,4,1215210.1934739558
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,pitch,yaw,4,5,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,yaw,surge,5,0,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,yaw,sway,5,1,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,yaw,heave,5,2,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,yaw,roll,5,3,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,yaw,pitch,5,4,0.0
8.0,0.7853981633974483,0.9112006086908124,0.06290122264668209,hybrid_pressure_damping_coupling,diagnostic_prototype_diagonal_forward_added_pressure_damping_coupling_not_validated,restoring,yaw,yaw,5,5,0.0
